,ReportDate,TotalCases,CaseDelta,TotalTests,TestsDelta,PosTestPercent,PosPercentDiff,NegativeTests,NegDelta,bedsTotal,bedsAcute,bedsICU,bedsDelta,total_hospitalized,hospitalizedDelta,total_released,releasedDelta,caseAfrAmer,caseWhite,caseHispanic,caseAsian,caseOther,caseNotAVail,deaths,deathsDelta,deathDOD,deathAfrAmer,deathWhite,deathHispanic,pDeath70to79,pDeath80plus,pDeathAgeUnknown,pDeathGenMale,pDeathGenFemale,pDeathGenUnkn,pDeathAfrAmer,pDeathWhite,pDeathHispanic,pDeathAsian,pDeathOther,pDeathNotAvail
92,06/04/2020 02:00:00 PM,55858,876,392240.0,11524.0,5.16,0.11,281160.0,8517.0,1096.0,640.0,456.0,-17.0,9217.0,106.0,3985.0,15.0,16035.0,10898.0,14338.0,1057.0,2783.0,10747.0,2546.0,27.0,33.0,1061.0,1071.0,243.0,19.0,71.0,3.0,57.0,65.0,0.0,43.0,62.0,7.0,6.0,0.0,4.0
93,06/05/2020 02:00:00 PM,56770,912,405414.0,13174.0,5.04,-0.12,290956.0,9796.0,1076.0,621.0,455.0,-20.0,9346.0,129.0,4159.0,174.0,16208.0,11031.0,14573.0,1072.0,2825.0,11061.0,2580.0,34.0,31.0,1077.0,1082.0,251.0,19.0,70.0,3.0,56.0,66.0,0.0,42.0,63.0,7.0,6.0,0.0,4.0
94,06/06/2020 02:00:00 PM,57482,712,417904.0,12490.0,4.92,-0.12,299894.0,8938.0,1059.0,641.0,418.0,-17.0,9451.0,105.0,4175.0,16.0,16427.0,11206.0,14839.0,1082.0,2846.0,11082.0,2616.0,36.0,24.0,1092.0,1101.0,256.0,18.0,70.0,5.0,58.0,66.0,0.0,43.0,63.0,7.0,6.0,0.0,5.0
95,06/07/2020 02:00:00 PM,57973,491,427155.0,9251.0,4.85,-0.06,306830.0,6936.0,1003.0,599.0,404.0,-56.0,9546.0,95.0,4240.0,65.0,16593.0,11319.0,15040.0,1093.0,2882.0,11046.0,2625.0,9.0,27.0,1100.0,1109.0,255.0,19.0,70.0,4.0,58.0,66.0,0.0,43.0,64.0,7.0,6.0,0.0,4.0
96,06/08/2020 02:00:00 PM,58404,431,435363.0,8208.0,4.89,0.04,313099.0,6269.0,979.0,587.0,392.0,-24.0,9629.0,83.0,4240.0,0.0,16857.0,11468.0,15394.0,1106.0,2922.0,10657.0,2653.0,28.0,22.0,1104.0,1114.0,258.0,19.0,70.0,3.0,57.0,66.0,0.0,43.0,64.0,7.0,6.0,0.0,3.0
97,06/09/2020 02:00:00 PM,58904,500,443478.0,8115.0,4.83,-0.06,319178.0,6079.0,970.0,584.0,386.0,-9.0,9676.0,47.0,4279.0,39.0,16966.0,11547.0,15518.0,1114.0,2946.0,10813.0,2686.0,33.0,26.0,1115.0,1140.0,261.0,19.0,72.0,4.0,58.0,67.0,0.0,43.0,65.0,7.0,6.0,0.0,4.0
98,06/10/2020 02:00:00 PM,59465,561,451967.0,8489.0,4.8,-0.03,325177.0,5999.0,955.0,576.0,379.0,-15.0,9755.0,79.0,4310.0,31.0,17214.0,11718.0,16006.0,1140.0,3085.0,10302.0,2719.0,33.0,33.0,1123.0,1154.0,269.0,18.0,72.0,5.0,56.0,69.0,0.0,42.0,65.0,7.0,6.0,0.0,5.0
99,06/11/2020 02:00:00 PM,60197,732,463507.0,11540.0,4.72,-0.08,332173.0,6996.0,902.0,544.0,358.0,-53.0,9789.0,34.0,4365.0,55.0,17345.0,11770.0,16293.0,1176.0,3094.0,10519.0,2750.0,31.0,23.0,1133.0,1164.0,273.0,18.0,73.0,3.0,56.0,69.0,0.0,43.0,66.0,7.0,6.0,0.0,3.0
100,06/12/2020 02:00:00 PM,60613,416,473271.0,9764.0,4.75,0.03,339482.0,7309.0,836.0,505.0,331.0,-66.0,9923.0,134.0,4474.0,109.0,17449.0,11848.0,16404.0,1182.0,3105.0,10625.0,2773.0,23.0,23.0,1140.0,1176.0,284.0,18.0,74.0,4.0,56.0,71.0,0.0,44.0,66.0,7.0,6.0,0.0,4.0
101,06/13/2020 02:00:00 PM,61305,692,483826.0,10555.0,4.91,0.16,347453.0,7971.0,799.0,478.0,321.0,-37.0,10053.0,130.0,4536.0,62.0,17595.0,11956.0,16609.0,1194.0,3126.0,10825.0,2799.0,26.0,18.0,1148.0,1184.0,290.0,18.0,75.0,1.0,58.0,69.0,0.0,45.0,68.0,7.0,6.0,0.0,1.0
102,06/14/2020 02:00:00 PM,61701,396,492305.0,8479.0,4.86,-0.05,353608.0,6155.0,751.0,438.0,313.0,-48.0,10165.0,112.0,4541.0,5.0,17692.0,12022.0,16738.0,1200.0,3140.0,10909.0,2811.0,12.0,17.0,1154.0,1192.0,295.0,19.0,75.0,1.0,58.0,70.0,0.0,46.0,68.0,7.0,6.0,0.0,1.0
103,06/15/2020 02:00:00 PM,62032,331,500791.0,8486.0,4.69,-0.16,359076.0,5468.0,745.0,453.0,292.0,-6.0,10222.0,57.0,4567.0,26.0,17767.0,12069.0,16834.0,1205.0,3149.0,11008.0,2817.0,6.0,23.0,1157.0,1196.0,297.0,18.0,75.0,4.0,59.0,71.0,0.0,45.0,68.0,7.0,6.0,0.0,4.0
104,06/16/2020 02:00:00 PM,62409,377,511288.0,10497.0,4.5,-0.2,366816.0,7740.0,742.0,458.0,284.0,-3.0,10262.0,40.0,4579.0,12.0,17867.0,12139.0,16921.0,1214.0,3155.0,11113.0,2851.0,34.0,13.0,1162.0,1202.0,301.0,18.0,75.0,4.0,60.0,71.0,0.0,45.0,68.0,8.0,6.0,0.0,4.0
105,06/17/2020 02:00:00 PM,62969,560,526882.0,15594.0,4.52,0.02,378374.0,11558.0,702.0,419.0,283.0,-40.0,10309.0,47.0,4596.0,17.0,18017.0,12244.0,17020.0,1225.0,3172.0,11291.0,2866.0,15.0,22.0,1176.0,1214.0,303.0,18.0,74.0,4.0,59.0,71.0,0.0,45.0,67.0,8.0,6.0,0.0,4.0
106,06/18/2020 02:00:00 PM,63229,260,535444.0,8562.0,4.6,0.08,384379.0,6005.0,660.0,391.0,269.0,-42.0,10357.0,48.0,4640.0,44.0,18295.0,12414.0,17252.0,1251.0,3203.0,10814.0,2886.0,20.0,9.0,1183.0,1232.0,304.0,18.0,74.0,3.0,59.0,71.0,0.0,45.0,68.0,8.0,6.0,0.0,3.0
107,06/19/2020 02:00:00 PM,63548,319,544072.0,8628.0,4.53,-0.07,390121.0,5742.0,648.0,387.0,261.0,-12.0,10447.0,90.0,4685.0,45.0,18377.0,12501.0,17282.0,1255.0,3203.0,10930.0,2901.0,15.0,20.0,1188.0,1240.0,307.0,18.0,75.0,2.0,59.0,70.0,0.0,45.0,68.0,8.0,6.0,0.0,2.0
108,06/20/2020 02:00:00 PM,63956,408,555874.0,11802.0,4.34,-0.19,398324.0,8203.0,644.0,406.0,238.0,-4.0,10497.0,50.0,4745.0,60.0,18492.0,12574.0,17418.0,1263.0,3227.0,10982.0,2923.0,22.0,21.0,1195.0,1250.0,311.0,18.0,75.0,2.0,59.0,70.0,0.0,45.0,68.0,8.0,6.0,0.0,2.0
109,06/21/2020 02:00:00 PM,64306,350,565298.0,9424.0,4.55,0.22,404725.0,6401.0,608.0,378.0,230.0,-36.0,10544.0,47.0,4773.0,28.0,18582.0,12629.0,17514.0,1268.0,3242.0,11071.0,2937.0,14.0,13.0,1196.0,1254.0,315.0,18.0,75.0,1.0,59.0,70.0,0.0,46.0,68.0,8.0,6.0,0.0,1.0
110,06/22/2020 02:00:00 PM,64603,297,572731.0,7433.0,4.46,-0.09,410122.0,5397.0,602.0,370.0,232.0,-6.0,10572.0,28.0,4776.0,3.0,18657.0,12693.0,17580.0,1271.0,3251.0,11151.0,2945.0,8.0,16.0,1199.0,1262.0,318.0,18.0,75.0,1.0,59.0,70.0,0.0,46.0,68.0,8.0,6.0,0.0,1.0
111,06/23/2020 02:00:00 PM,65007,404,583091.0,10360.0,4.64,0.18,418528.0,8406.0,561.0,349.0,212.0,-41.0,10611.0,39.0,4797.0,21.0,18753.0,12747.0,17670.0,1275.0,3259.0,11303.0,2963.0,18.0,15.0,1204.0,1268.0,320.0,18.0,75.0,1.0,59.0,70.0,0.0,46.0,68.0,8.0,6.0,0.0,1.0
112,06/24/2020 02:00:00 PM,65337,330,591962.0,8871.0,4.65,0.01,425120.0,6592.0,544.0,331.0,213.0,-17.0,10648.0,37.0,4810.0,13.0,18831.0,12797.0,17738.0,1278.0,3268.0,11425.0,2978.0,15.0,16.0,1215.0,1266.0,324.0,18.0,75.0,2.0,60.0,70.0,0.0,46.0,68.0,8.0,6.0,0.0,2.0
113,06/25/2020 02:00:00 PM,65777,440,603597.0,11635.0,4.52,-0.13,433182.0,8062.0,511.0,302.0,209.0,-33.0,10683.0,35.0,4874.0,64.0,18918.0,12887.0,17833.0,1284.0,3277.0,11578.0,3001.0,23.0,11.0,1224.0,1269.0,328.0,17.0,74.0,2.0,60.0,68.0,0.0,45.0,67.0,8.0,6.0,0.0,2.0
114,06/26/2020 02:00:00 PM,66115,338,613513.0,9916.0,4.63,0.11,440282.0,7100.0,487.0,297.0,190.0,-24.0,10725.0,42.0,4903.0,29.0,18990.0,12952.0,17918.0,1293.0,3292.0,11670.0,3015.0,14.0,14.0,1229.0,1278.0,331.0,17.0,73.0,3.0,61.0,66.0,0.0,45.0,65.0,8.0,6.0,0.0,3.0
115,06/27/2020 02:00:00 PM,66450,335,623927.0,10414.0,4.46,-0.17,447366.0,7084.0,478.0,297.0,181.0,-9.0,10751.0,26.0,4935.0,32.0,19054.0,13033.0,17991.0,1294.0,3300.0,11778.0,3030.0,15.0,19.0,1233.0,1285.0,335.0,17.0,73.0,2.0,61.0,66.0,0.0,46.0,65.0,8.0,6.0,0.0,2.0
116,06/28/2020 02:00:00 PM,66777,327,631490.0,7563.0,4.45,-0.01,452696.0,5330.0,446.0,288.0,158.0,-32.0,10793.0,42.0,4976.0,41.0,19122.0,13091.0,18058.0,1300.0,3307.0,11899.0,3042.0,12.0,6.0,1238.0,1286.0,336.0,17.0,73.0,2.0,61.0,65.0,0.0,45.0,65.0,8.0,6.0,0.0,2.0
117,06/29/2020 02:00:00 PM,67254,477,644026.0,12536.0,4.47,0.02,462059.0,9363.0,447.0,287.0,160.0,1.0,10822.0,29.0,4979.0,3.0,19191.0,13159.0,18127.0,1301.0,3317.0,12159.0,3048.0,6.0,15.0,1241.0,1289.0,338.0,17.0,73.0,3.0,61.0,66.0,0.0,45.0,65.0,8.0,6.0,0.0,2.0
118,06/30/2020 02:00:00 PM,67559,305,652701.0,8675.0,4.51,0.04,468296.0,6237.0,452.0,300.0,152.0,5.0,10844.0,22.0,4982.0,3.0,19349.0,13288.0,18229.0,1310.0,3331.0,12052.0,3062.0,14.0,13.0,1242.0,1295.0,340.0,17.0,74.0,2.0,62.0,66.0,0.0,47.0,65.0,8.0,6.0,0.0,2.0
119,07/01/2020 02:00:00 PM,67918,359,662266.0,9565.0,4.49,-0.02,474686.0,6390.0,461.0,307.0,154.0,9.0,10902.0,58.0,5001.0,19.0,19463.0,13377.0,18283.0,1314.0,3344.0,12137.0,3077.0,15.0,14.0,1246.0,1310.0,340.0,18.0,74.0,1.0,61.0,67.0,0.0,48.0,65.0,8.0,6.0,0.0,1.0
120,07/02/2020 02:00:00 PM,68423,505,675929.0,13663.0,4.48,-0.01,484752.0,10066.0,441.0,292.0,149.0,-20.0,10939.0,37.0,5013.0,12.0,19474.0,13380.0,18289.0,1314.0,3343.0,12118.0,3086.0,9.0,7.0,1246.0,1316.0,342.0,18.0,73.0,1.0,61.0,65.0,0.0,47.0,64.0,8.0,6.0,0.0,1.0
121,07/03/2020 02:00:00 PM,68961,538,691495.0,15566.0,4.55,0.07,494873.0,10121.0,422.0,279.0,143.0,-19.0,10973.0,34.0,5023.0,10.0,19783.0,13617.0,18460.0,1327.0,3379.0,12395.0,3099.0,13.0,17.0,1251.0,1321.0,344.0,18.0,72.0,0.0,60.0,64.0,0.0,46.0,64.0,8.0,6.0,0.0,0.0
122,07/04/2020 02:00:00 PM,69341,380,704450.0,12955.0,4.68,0.13,504001.0,9128.0,410.0,267.0,143.0,-12.0,11034.0,61.0,5025.0,2.0,19874.0,13709.0,18524.0,1333.0,3392.0,12509.0,3111.0,12.0,8.0,1258.0,1324.0,346.0,18.0,73.0,0.0,60.0,65.0,0.0,46.0,65.0,8.0,6.0,0.0,0.0
123,07/05/2020 02:00:00 PM,69632,291,713526.0,9076.0,4.47,-0.21,510330.0,6329.0,409.0,265.0,144.0,-1.0,11071.0,37.0,5029.0,4.0,19953.0,13788.0,18568.0,1335.0,3403.0,12585.0,3118.0,7.0,7.0,1258.0,1327.0,347.0,18.0,73.0,0.0,60.0,65.0,0.0,46.0,65.0,8.0,6.0,0.0,0.0
124,07/06/2020 02:00:00 PM,69904,272,724463.0,10937.0,4.46,-0.01,517457.0,7127.0,403.0,261.0,142.0,-6.0,11096.0,25.0,5029.0,0.0,20043.0,13850.0,18609.0,1337.0,3407.0,12658.0,3121.0,3.0,15.0,1263.0,1329.0,350.0,18.0,73.0,0.0,60.0,65.0,0.0,46.0,65.0,8.0,6.0,0.0,0.0
125,07/07/2020 02:00:00 PM,70396,492,734342.0,9879.0,4.6,0.14,523982.0,6525.0,404.0,259.0,145.0,1.0,11111.0,15.0,5036.0,7.0,20157.0,13954.0,18690.0,1346.0,3427.0,12822.0,3140.0,19.0,11.0,1266.0,1335.0,351.0,18.0,74.0,0.0,60.0,66.0,0.0,47.0,65.0,8.0,6.0,0.0,0.0
126,07/08/2020 02:00:00 PM,70861,465,746274.0,11932.0,4.53,-0.07,532247.0,8265.0,398.0,262.0,136.0,-6.0,11184.0,73.0,5085.0,49.0,20288.0,14062.0,18747.0,1353.0,3446.0,12965.0,3149.0,9.0,6.0,1270.0,1344.0,356.0,18.0,74.0,0.0,60.0,66.0,0.0,47.0,65.0,8.0,6.0,0.0,0.0
127,07/09/2020 02:00:00 PM,71447,586,761395.0,15121.0,4.76,0.23,541134.0,8887.0,406.0,267.0,139.0,8.0,11221.0,37.0,5132.0,47.0,20515.0,14286.0,19172.0,1399.0,3419.0,12656.0,3160.0,11.0,11.0,1276.0,1348.0,355.0,19.0,74.0,1.0,61.0,67.0,0.0,48.0,65.0,8.0,6.0,0.0,1.0
128,07/10/2020 02:00:00 PM,71910,463,774693.0,13298.0,4.57,-0.2,549153.0,8019.0,385.0,263.0,122.0,-21.0,11300.0,79.0,5132.0,0.0,20695.0,14441.0,19261.0,1409.0,3448.0,12656.0,3172.0,12.0,7.0,1286.0,1352.0,358.0,20.0,75.0,2.0,62.0,69.0,0.0,49.0,66.0,8.0,6.0,0.0,2.0
129,07/11/2020 02:00:00 PM,72467,557,786786.0,12093.0,4.54,-0.03,556810.0,7657.0,390.0,270.0,120.0,5.0,11353.0,53.0,5190.0,58.0,20910.0,14614.0,19357.0,1416.0,3469.0,12701.0,3179.0,7.0,13.0,1289.0,1355.0,359.0,20.0,75.0,1.0,62.0,69.0,0.0,49.0,67.0,8.0,6.0,0.0,1.0
130,07/12/2020 02:00:00 PM,73109,642,807926.0,21140.0,4.47,-0.07,570282.0,13472.0,392.0,278.0,114.0,2.0,11420.0,67.0,5230.0,40.0,21160.0,14797.0,19452.0,1426.0,3498.0,12776.0,3188.0,9.0,7.0,1295.0,1357.0,361.0,20.0,76.0,1.0,62.0,69.0,0.0,49.0,67.0,8.0,6.0,0.0,1.0
131,07/13/2020 02:00:00 PM,73527,418,818993.0,11067.0,4.6,0.13,578430.0,8148.0,386.0,278.0,108.0,-6.0,11467.0,47.0,5230.0,0.0,21250.0,14901.0,19491.0,1427.0,3518.0,12940.0,3194.0,6.0,6.0,1298.0,1357.0,363.0,20.0,76.0,1.0,62.0,69.0,0.0,49.0,67.0,8.0,6.0,0.0,1.0
132,07/14/2020 02:00:00 PM,74260,733,834408.0,15415.0,4.35,-0.25,591809.0,13379.0,415.0,297.0,118.0,29.0,11485.0,18.0,5238.0,8.0,21525.0,15161.0,19701.0,1446.0,3551.0,12876.0,3202.0,8.0,2.0,1301.0,1357.0,366.0,20.0,76.0,2.0,63.0,69.0,0.0,49.0,67.0,8.0,6.0,0.0,2.0
133,07/15/2020 02:00:00 PM,75016,756,855941.0,21533.0,4.44,0.09,605072.0,13263.0,447.0,318.0,129.0,32.0,11625.0,140.0,5238.0,0.0,21784.0,15394.0,19822.0,1458.0,3583.0,12975.0,3209.0,7.0,11.0,1305.0,1363.0,368.0,20.0,77.0,1.0,63.0,69.0,0.0,49.0,68.0,8.0,6.0,0.0,1.0
134,07/16/2020 02:00:00 PM,75664,648,872832.0,16891.0,4.05,-0.4,616865.0,11793.0,436.0,299.0,137.0,-11.0,11687.0,62.0,5286.0,48.0,22000.0,15599.0,19937.0,1475.0,3608.0,13045.0,3215.0,6.0,13.0,1308.0,1365.0,370.0,20.0,77.0,1.0,63.0,69.0,0.0,49.0,68.0,8.0,6.0,0.0,1.0
135,07/17/2020 02:00:00 PM,76371,707,896990.0,24158.0,4.03,-0.02,631845.0,14980.0,434.0,306.0,128.0,-2.0,11728.0,41.0,5286.0,0.0,22225.0,15846.0,20063.0,1482.0,3634.0,13121.0,3227.0,12.0,8.0,1310.0,1367.0,372.0,20.0,77.0,1.0,63.0,69.0,0.0,49.0,68.0,8.0,6.0,0.0,1.0
136,07/18/2020 02:00:00 PM,77206,835,914954.0,17964.0,3.9,-0.13,643780.0,11935.0,448.0,311.0,137.0,14.0,11788.0,60.0,5344.0,58.0,22528.0,16113.0,20191.0,1490.0,3667.0,13217.0,3238.0,11.0,10.0,1318.0,1372.0,375.0,20.0,76.0,1.0,62.0,68.0,0.0,48.0,67.0,8.0,6.0,0.0,1.0
137,07/19/2020 02:00:00 PM,78131,925,943853.0,28899.0,4.02,0.12,661654.0,17874.0,449.0,318.0,131.0,1.0,11841.0,53.0,5344.0,0.0,22887.0,16383.0,20321.0,1510.0,3707.0,13323.0,3247.0,9.0,11.0,1322.0,1374.0,374.0,20.0,76.0,1.0,62.0,68.0,0.0,48.0,67.0,8.0,6.0,0.0,1.0
138,07/20/2020 02:00:00 PM,78685,554,958608.0,14755.0,3.74,-0.28,670594.0,8940.0,463.0,327.0,136.0,14.0,11897.0,56.0,5344.0,0.0,23092.0,16548.0,20390.0,1520.0,3732.0,13403.0,3252.0,5.0,7.0,1327.0,1375.0,377.0,20.0,76.0,1.0,62.0,68.0,0.0,48.0,67.0,8.0,6.0,0.0,1.0
139,07/21/2020 02:00:00 PM,79545,860,979158.0,20550.0,3.61,-0.13,684822.0,14228.0,484.0,353.0,131.0,21.0,11949.0,52.0,5380.0,36.0,23414.0,16799.0,20485.0,1529.0,3761.0,13557.0,3272.0,20.0,10.0,1332.0,1385.0,379.0,20.0,76.0,1.0,62.0,68.0,0.0,48.0,67.0,8.0,6.0,0.0,1.0
140,07/22/2020 02:00:00 PM,80172,627,1000179.0,21021.0,3.52,-0.08,702661.0,17839.0,505.0,368.0,137.0,21.0,11997.0,48.0,5434.0,54.0,23503.0,16887.0,20505.0,1532.0,3773.0,13530.0,3276.0,4.0,5.0,1336.0,1387.0,380.0,20.0,76.0,0.0,61.0,68.0,0.0,48.0,67.0,8.0,6.0,0.0,0.0
141,07/23/2020 02:00:00 PM,80836,664,1016222.0,16043.0,3.59,0.07,708205.0,5544.0,528.0,395.0,133.0,23.0,12037.0,40.0,5434.0,0.0,23905.0,17213.0,20670.0,1551.0,3805.0,13692.0,3281.0,5.0,9.0,1340.0,1388.0,383.0,20.0,75.0,0.0,61.0,67.0,0.0,48.0,66.0,8.0,6.0,0.0,0.0
142,07/24/2020 02:00:00 PM,81766,930,1040442.0,24220.0,3.48,-0.11,722584.0,14379.0,533.0,390.0,143.0,5.0,12119.0,82.0,5434.0,0.0,24310.0,17486.0,20795.0,1566.0,3823.0,13786.0,3293.0,12.0,11.0,1342.0,1392.0,384.0,20.0,75.0,1.0,62.0,67.0,0.0,48.0,66.0,8.0,6.0,0.0,1.0
143,07/25/2020 02:00:00 PM,83054,1288,1075316.0,34874.0,3.62,0.13,742272.0,19688.0,545.0,388.0,157.0,12.0,12188.0,69.0,5434.0,0.0,24844.0,17904.0,20933.0,1591.0,3863.0,13919.0,3304.0,11.0,9.0,1349.0,1397.0,384.0,20.0,75.0,1.0,62.0,67.0,0.0,48.0,66.0,8.0,6.0,0.0,1.0
144,07/26/2020 02:00:00 PM,83748,694,1097361.0,22045.0,3.43,-0.19,754824.0,12552.0,540.0,387.0,153.0,-5.0,12283.0,95.0,5434.0,0.0,25116.0,18088.0,21032.0,1597.0,3885.0,14030.0,3309.0,5.0,7.0,1354.0,1397.0,385.0,20.0,75.0,3.0,62.0,69.0,0.0,48.0,66.0,8.0,6.0,0.0,3.0
145,07/27/2020 02:00:00 PM,84876,1128,1120761.0,23400.0,3.42,-0.01,770642.0,15818.0,536.0,391.0,145.0,-4.0,12339.0,56.0,5434.0,0.0,25440.0,18284.0,21115.0,1606.0,3917.0,14514.0,3315.0,6.0,10.0,1357.0,1400.0,386.0,20.0,75.0,3.0,63.0,69.0,0.0,48.0,66.0,9.0,6.0,0.0,3.0
146,07/28/2020 02:00:00 PM,85524,648,1144696.0,23935.0,3.27,-0.15,782732.0,12090.0,542.0,392.0,150.0,6.0,12389.0,50.0,5592.0,158.0,25880.0,18540.0,21228.0,1618.0,3953.0,14305.0,3327.0,12.0,12.0,1361.0,1405.0,386.0,21.0,75.0,0.0,63.0,68.0,0.0,49.0,67.0,9.0,6.0,0.0,0.0
147,07/29/2020 02:00:00 PM,86285,761,1160443.0,15747.0,3.21,-0.06,792674.0,9942.0,571.0,426.0,145.0,29.0,12448.0,59.0,5592.0,0.0,26189.0,18746.0,21311.0,1625.0,3984.0,14430.0,3347.0,20.0,11.0,1365.0,1409.0,386.0,21.0,75.0,0.0,63.0,68.0,0.0,49.0,67.0,9.0,6.0,0.0,0.0
148,07/30/2020 02:00:00 PM,87177,892,1186132.0,25689.0,3.22,0.01,806788.0,14114.0,585.0,446.0,139.0,14.0,12500.0,52.0,5592.0,0.0,26601.0,19023.0,21422.0,1634.0,4009.0,14488.0,3357.0,10.0,10.0,1371.0,1420.0,387.0,21.0,75.0,0.0,63.0,68.0,0.0,49.0,67.0,9.0,6.0,0.0,0.0
149,07/31/2020 02:00:00 PM,88346,1169,1214764.0,28632.0,3.29,0.07,822845.0,16057.0,590.0,462.0,128.0,5.0,12593.0,93.0,5689.0,97.0,27055.0,19364.0,21593.0,1657.0,4041.0,14636.0,3362.0,5.0,7.0,1375.0,1422.0,389.0,21.0,75.0,0.0,63.0,68.0,0.0,49.0,67.0,9.0,6.0,0.0,0.0
150,08/01/2020 02:00:00 PM,89365,1019,1245767.0,31003.0,3.08,-0.21,839989.0,17144.0,592.0,460.0,132.0,2.0,12672.0,79.0,5713.0,24.0,27451.0,19640.0,21693.0,1676.0,4076.0,14829.0,3374.0,12.0,12.0,1380.0,1424.0,391.0,21.0,75.0,0.0,64.0,68.0,0.0,49.0,67.0,10.0,6.0,0.0,0.0
151,08/02/2020 02:00:00 PM,90274,909,1269552.0,23785.0,3.08,0.01,854512.0,14523.0,553.0,424.0,129.0,-39.0,12746.0,74.0,5713.0,0.0,27823.0,19904.0,21797.0,1685.0,4118.0,14947.0,3381.0,7.0,8.0,1385.0,1427.0,392.0,21.0,75.0,2.0,64.0,70.0,0.0,49.0,67.0,10.0,6.0,0.0,2.0
152,08/03/2020 02:00:00 PM,91144,870,1294065.0,24513.0,3.13,0.05,869493.0,14981.0,548.0,413.0,135.0,-5.0,12832.0,86.0,5740.0,27.0,28163.0,20140.0,21896.0,1698.0,4148.0,15099.0,3389.0,8.0,10.0,1385.0,1430.0,392.0,21.0,75.0,2.0,64.0,70.0,0.0,49.0,67.0,10.0,6.0,0.0,2.0
153,08/04/2020 02:00:00 PM,91854,710,1310419.0,16354.0,3.27,0.14,880492.0,10999.0,547.0,410.0,137.0,-1.0,12888.0,56.0,5740.0,0.0,28253.0,19945.0,23151.0,1662.0,4050.0,14793.0,3396.0,7.0,9.0,1389.0,1435.0,393.0,22.0,75.0,1.0,64.0,70.0,0.0,50.0,67.0,10.0,6.0,0.0,1.0
154,08/05/2020 02:00:00 PM,92426,572,1332181.0,21762.0,3.24,-0.03,889969.0,9477.0,555.0,421.0,134.0,8.0,12922.0,34.0,5749.0,9.0,28480.0,20106.0,23217.0,1674.0,4070.0,14879.0,3402.0,6.0,9.0,1397.0,1439.0,394.0,22.0,75.0,1.0,64.0,70.0,0.0,50.0,67.0,10.0,6.0,0.0,1.0
155,08/06/2020 02:00:00 PM,93005,579,1348880.0,16699.0,3.34,0.1,899136.0,9167.0,535.0,396.0,139.0,-20.0,12978.0,56.0,5790.0,41.0,28784.0,20294.0,23367.0,1687.0,4098.0,14775.0,3415.0,13.0,10.0,1401.0,1442.0,395.0,22.0,75.0,3.0,65.0,71.0,0.0,50.0,67.0,10.0,6.0,0.0,3.0
156,08/07/2020 02:00:00 PM,93806,801,1377459.0,28579.0,3.3,-0.04,913018.0,13882.0,528.0,393.0,135.0,-7.0,13047.0,69.0,5838.0,48.0,29141.0,20498.0,23496.0,1701.0,4140.0,14830.0,3429.0,14.0,12.0,1406.0,1446.0,397.0,22.0,75.0,2.0,65.0,71.0,0.0,51.0,67.0,10.0,6.0,0.0,2.0
157,08/08/2020 02:00:00 PM,94581,775,1398266.0,20807.0,3.31,0.01,924942.0,11924.0,515.0,388.0,127.0,-13.0,13105.0,58.0,5899.0,61.0,29463.0,20667.0,23636.0,1713.0,4155.0,14947.0,3440.0,11.0,8.0,1412.0,1452.0,397.0,22.0,75.0,3.0,67.0,70.0,0.0,51.0,67.0,10.0,6.0,0.0,3.0
158,08/09/2020 02:00:00 PM,95503,922,1438739.0,40473.0,3.37,0.06,943842.0,18900.0,525.0,397.0,128.0,10.0,13177.0,72.0,5910.0,11.0,29841.0,20895.0,23781.0,1726.0,4191.0,15069.0,3448.0,8.0,5.0,1415.0,1456.0,398.0,22.0,75.0,4.0,67.0,70.0,0.0,50.0,67.0,10.0,6.0,0.0,4.0
159,08/10/2020 02:00:00 PM,96258,755,1468470.0,29731.0,3.3,-0.07,960552.0,16710.0,534.0,415.0,119.0,9.0,13247.0,70.0,5910.0,0.0,29964.0,20967.0,23812.0,1729.0,4198.0,15588.0,3454.0,6.0,12.0,1417.0,1457.0,400.0,22.0,76.0,3.0,67.0,70.0,0.0,51.0,67.0,10.0,6.0,0.0,3.0
160,08/11/2020 02:00:00 PM,96843,585,1485615.0,17145.0,3.26,-0.04,970616.0,10064.0,529.0,408.0,121.0,-5.0,13266.0,19.0,5935.0,25.0,30377.0,21215.0,23983.0,1752.0,4249.0,15267.0,3467.0,13.0,6.0,1423.0,1461.0,401.0,22.0,77.0,2.0,67.0,70.0,0.0,51.0,68.0,10.0,6.0,0.0,2.0
161,08/12/2020 02:00:00 PM,97384,541,1503630.0,18015.0,3.39,0.13,981454.0,10838.0,488.0,371.0,117.0,-41.0,13348.0,82.0,5956.0,21.0,30803.0,21428.0,24200.0,1771.0,4290.0,14892.0,3474.0,7.0,12.0,1426.0,1465.0,405.0,24.0,76.0,2.0,67.0,71.0,0.0,52.0,68.0,10.0,6.0,0.0,2.0
162,08/13/2020 02:00:00 PM,98160,776,1533472.0,29842.0,3.36,-0.03,996934.0,15480.0,470.0,359.0,111.0,-18.0,13463.0,115.0,5962.0,6.0,31067.0,21624.0,24333.0,1791.0,4317.0,15028.0,3483.0,9.0,9.0,1430.0,1472.0,405.0,24.0,75.0,2.0,66.0,71.0,0.0,52.0,67.0,10.0,6.0,0.0,2.0
