,ReportDate,TotalCases,CaseDelta,TotalTests,TestsDelta,PosTestPercent,PosPercentDiff,NegativeTests,NegDelta,bedsTotal,bedsAcute,bedsICU,bedsDelta,total_hospitalized,hospitalizedDelta,total_released,releasedDelta,caseAfrAmer,caseWhite,caseHispanic,caseAsian,caseOther,caseNotAVail,deaths,deathsDelta,deathDOD,deathAfrAmer,deathWhite,deathHispanic,pDeath70to79,pDeath80plus,pDeathAgeUnknown,pDeathGenMale,pDeathGenFemale,pDeathGenUnkn,pDeathAfrAmer,pDeathWhite,pDeathHispanic,pDeathAsian,pDeathOther,pDeathNotAvail
542,08/28/2021 02:00:00 PM,493915,1368,11939694.0,38164.0,4.85,-0.07,3923576.0,8954.0,690.0,510.0,180.0,-21.0,45842.0,95.0,11184.0,5.0,156111.0,178203.0,73138.0,12167.0,22980.0,51316.0,9760.0,12.0,8.0,3536.0,4905.0,846.0,45.0,104.0,0.0,115.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,0.0
543,08/29/2021 02:00:00 PM,494982,1067,11967284.0,26844.0,4.9,0.05,3930955.0,7379.0,679.0,505.0,174.0,-11.0,45934.0,92.0,11185.0,1.0,156390.0,178577.0,73184.0,12159.0,23007.0,51665.0,9772.0,12.0,7.0,3536.0,4907.0,846.0,45.0,104.0,0.0,115.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,0.0
544,08/30/2021 02:00:00 PM,495924,942,11991877.0,24592.0,4.85,-0.05,3937559.0,6604.0,705.0,536.0,169.0,26.0,46013.0,79.0,11186.0,1.0,156710.0,179047.0,73238.0,12177.0,23048.0,51704.0,9781.0,9.0,13.0,3536.0,4907.0,846.0,45.0,104.0,0.0,115.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,0.0
545,08/31/2021 02:00:00 PM,497002,1078,12010816.0,18939.0,5.05,0.2,3942518.0,4959.0,744.0,571.0,173.0,39.0,46085.0,72.0,11187.0,1.0,157085.0,179539.0,73322.0,12195.0,23085.0,51776.0,9791.0,10.0,13.0,3540.0,4912.0,847.0,45.0,104.0,0.0,115.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,0.0
546,09/01/2021 02:00:00 PM,498376,1374,12041049.0,30233.0,4.99,-0.06,3950615.0,8097.0,774.0,595.0,179.0,30.0,46161.0,76.0,11189.0,2.0,157502.0,180155.0,73408.0,12213.0,23156.0,51942.0,9801.0,10.0,10.0,3549.0,4922.0,847.0,45.0,104.0,0.0,115.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,0.0
547,09/02/2021 02:00:00 PM,499648,1272,12075841.0,34792.0,4.94,-0.05,3959025.0,8410.0,778.0,607.0,171.0,4.0,46240.0,79.0,11192.0,3.0,157834.0,180680.0,73486.0,12230.0,23197.0,52221.0,9817.0,16.0,16.0,3553.0,4932.0,847.0,45.0,104.0,0.0,115.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,0.0
548,09/03/2021 02:00:00 PM,501035,1387,12112808.0,36967.0,4.89,-0.05,3967738.0,8713.0,812.0,631.0,181.0,34.0,46337.0,97.0,11196.0,4.0,158385.0,181510.0,73652.0,12263.0,23286.0,51939.0,9827.0,10.0,13.0,3556.0,4937.0,848.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,108.0,19.0,11.0,1.0,1.0
549,09/04/2021 02:00:00 PM,502229,1194,12145368.0,32560.0,4.92,0.03,3975253.0,7515.0,820.0,630.0,190.0,8.0,46442.0,105.0,11206.0,10.0,158737.0,182132.0,73741.0,12285.0,23346.0,51988.0,9837.0,10.0,10.0,3561.0,4945.0,848.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
550,09/05/2021 02:00:00 PM,503034,805,12170518.0,25150.0,4.8,-0.12,3981206.0,5953.0,809.0,623.0,186.0,-11.0,46526.0,84.0,11214.0,8.0,159022.0,182500.0,73818.0,12301.0,23375.0,52018.0,9849.0,12.0,16.0,3561.0,4947.0,848.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
551,09/06/2021 02:00:00 PM,504061,1027,12197782.0,26264.0,4.77,-0.03,3987852.0,6646.0,780.0,609.0,171.0,-29.0,46585.0,59.0,11214.0,0.0,159322.0,183028.0,73912.0,12319.0,23422.0,52058.0,9863.0,14.0,14.0,3561.0,4952.0,848.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
552,09/07/2021 02:00:00 PM,504856,795,12214093.0,16311.0,4.65,-0.12,3992917.0,5065.0,817.0,627.0,190.0,37.0,46658.0,73.0,11214.0,0.0,159619.0,183367.0,73976.0,12346.0,23455.0,52093.0,9870.0,7.0,10.0,3563.0,4955.0,848.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
553,09/08/2021 02:00:00 PM,505557,701,12230401.0,16308.0,4.68,0.03,3997159.0,4242.0,817.0,606.0,211.0,0.0,46737.0,79.0,11216.0,2.0,159871.0,183694.0,74050.0,12365.0,23500.0,52077.0,9891.0,21.0,11.0,3569.0,4966.0,849.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
554,09/09/2021 02:00:00 PM,506464,907,12255394.0,24993.0,4.69,0.01,4002851.0,5692.0,816.0,603.0,213.0,-1.0,46807.0,70.0,11231.0,15.0,160199.0,184124.0,74195.0,12377.0,23527.0,52042.0,9900.0,9.0,16.0,3578.0,4982.0,850.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
555,09/10/2021 02:00:00 PM,508017,1553,12298537.0,43212.0,4.67,-0.02,4012367.0,9516.0,830.0,613.0,217.0,14.0,46884.0,77.0,11231.0,0.0,160726.0,184857.0,74306.0,12407.0,23597.0,52124.0,9915.0,15.0,14.0,3582.0,4990.0,850.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
556,09/11/2021 02:00:00 PM,509393,1376,12337146.0,38610.0,4.75,0.08,4020780.0,8413.0,822.0,608.0,214.0,-8.0,46987.0,103.0,11243.0,12.0,161123.0,185566.0,74416.0,12434.0,23643.0,52211.0,9935.0,20.0,18.0,3583.0,4998.0,851.0,46.0,104.0,0.0,116.0,108.0,0.0,84.0,109.0,19.0,11.0,1.0,0.0
557,09/12/2021 02:00:00 PM,510543,1150,12371357.0,34211.0,4.77,0.02,4028888.0,8108.0,809.0,595.0,214.0,-13.0,47063.0,76.0,11247.0,4.0,161505.0,186159.0,74506.0,12454.0,23694.0,52225.0,9951.0,16.0,16.0,3584.0,5005.0,851.0,46.0,105.0,0.0,116.0,109.0,0.0,84.0,109.0,19.0,11.0,1.0,1.0
558,09/13/2021 02:00:00 PM,511646,1103,12401383.0,30026.0,4.75,-0.02,4036872.0,7984.0,802.0,597.0,205.0,-7.0,47141.0,78.0,11248.0,1.0,161818.0,186668.0,74602.0,12468.0,23733.0,52357.0,9964.0,13.0,12.0,3584.0,5008.0,852.0,46.0,105.0,0.0,116.0,109.0,0.0,84.0,109.0,19.0,11.0,1.0,1.0
559,09/14/2021 02:00:00 PM,512740,1094,12428741.0,27356.0,4.61,-0.14,4043705.0,6833.0,828.0,622.0,206.0,26.0,47215.0,74.0,11248.0,0.0,162150.0,187210.0,74715.0,12487.0,23782.0,52396.0,9979.0,15.0,15.0,3593.0,5019.0,853.0,46.0,106.0,0.0,116.0,110.0,0.0,84.0,110.0,19.0,11.0,1.0,1.0
560,09/15/2021 02:00:00 PM,513929,1189,12458073.0,31682.0,4.54,-0.07,4051107.0,7402.0,819.0,602.0,217.0,-9.0,47297.0,82.0,11249.0,1.0,162473.0,187873.0,74819.0,12501.0,23831.0,52432.0,9990.0,11.0,15.0,3599.0,5033.0,853.0,47.0,106.0,0.0,117.0,110.0,0.0,84.0,111.0,19.0,11.0,1.0,1.0
561,09/16/2021 02:00:00 PM,515259,1330,12499136.0,41065.0,4.46,-0.08,4060819.0,9712.0,804.0,593.0,211.0,-15.0,47396.0,99.0,11253.0,4.0,162890.0,188571.0,74913.0,12530.0,23880.0,52475.0,10011.0,21.0,11.0,3601.0,5044.0,855.0,47.0,106.0,0.0,117.0,110.0,0.0,84.0,112.0,19.0,11.0,1.0,0.0
562,09/17/2021 02:00:00 PM,516784,1525,12540562.0,41427.0,4.45,-0.01,4070986.0,10167.0,792.0,586.0,206.0,-12.0,47455.0,59.0,11256.0,3.0,163332.0,189368.0,75035.0,12555.0,23941.0,52553.0,10023.0,12.0,17.0,3612.0,5057.0,855.0,47.0,106.0,0.0,117.0,110.0,0.0,84.0,112.0,19.0,11.0,1.0,0.0
563,09/18/2021 02:00:00 PM,518061,1277,12586756.0,46188.0,4.23,-0.22,4082547.0,11561.0,788.0,571.0,217.0,-4.0,47523.0,68.0,11261.0,5.0,163698.0,190059.0,75121.0,12578.0,23980.0,52625.0,10035.0,12.0,14.0,3616.0,5066.0,857.0,48.0,106.0,0.0,117.0,111.0,0.0,84.0,112.0,19.0,11.0,1.0,1.0
564,09/19/2021 02:00:00 PM,519097,1036,12616849.0,30093.0,4.34,0.11,4090185.0,7638.0,807.0,599.0,208.0,19.0,47625.0,102.0,11264.0,3.0,164030.0,190577.0,75203.0,12595.0,24020.0,52672.0,10035.0,0.0,18.0,3616.0,5066.0,857.0,48.0,106.0,0.0,117.0,111.0,0.0,84.0,112.0,19.0,11.0,1.0,1.0
565,09/20/2021 02:00:00 PM,520236,1139,12648932.0,32083.0,4.35,0.01,4099673.0,9488.0,825.0,618.0,207.0,18.0,47668.0,43.0,11267.0,3.0,164337.0,191193.0,75290.0,12612.0,24074.0,52730.0,10035.0,0.0,22.0,3616.0,5066.0,857.0,48.0,106.0,0.0,117.0,111.0,0.0,84.0,112.0,19.0,11.0,1.0,1.0
566,09/21/2021 02:00:00 PM,521210,974,12670596.0,21665.0,4.44,0.09,4105421.0,5748.0,825.0,623.0,202.0,0.0,47705.0,37.0,11267.0,0.0,164592.0,191718.0,75363.0,12635.0,24122.0,52780.0,10081.0,46.0,19.0,3620.0,5089.0,856.0,47.0,106.0,1.0,117.0,111.0,0.0,84.0,112.0,19.0,11.0,1.0,1.0
567,09/22/2021 02:00:00 PM,522355,1145,12699341.0,28744.0,4.37,-0.07,4112620.0,7199.0,824.0,625.0,199.0,-1.0,47844.0,139.0,11268.0,1.0,164946.0,192341.0,75449.0,12654.0,24154.0,52811.0,10104.0,23.0,13.0,3629.0,5104.0,857.0,47.0,106.0,0.0,117.0,111.0,0.0,85.0,112.0,19.0,11.0,1.0,0.0
568,09/23/2021 02:00:00 PM,523760,1405,12740510.0,41169.0,4.38,0.01,4123628.0,11008.0,792.0,610.0,182.0,-32.0,47917.0,73.0,11270.0,2.0,165347.0,193105.0,75561.0,12677.0,24208.0,52862.0,10120.0,16.0,9.0,3642.0,5119.0,856.0,47.0,106.0,0.0,117.0,111.0,0.0,85.0,112.0,19.0,11.0,1.0,0.0
569,09/24/2021 02:00:00 PM,525123,1363,12789453.0,48942.0,4.28,-0.1,4135296.0,11668.0,772.0,587.0,185.0,-20.0,47998.0,81.0,11270.0,0.0,165742.0,193818.0,75667.0,12711.0,24261.0,52924.0,10134.0,14.0,16.0,3645.0,5131.0,856.0,47.0,106.0,0.0,117.0,111.0,0.0,85.0,112.0,19.0,11.0,1.0,0.0
570,09/25/2021 02:00:00 PM,526690,1567,12832044.0,42589.0,4.39,0.11,4145827.0,10531.0,749.0,563.0,186.0,-23.0,48090.0,92.0,11291.0,21.0,166126.0,194549.0,75777.0,12729.0,24311.0,53198.0,10140.0,6.0,21.0,3647.0,5137.0,856.0,47.0,107.0,0.0,118.0,111.0,0.0,85.0,113.0,19.0,11.0,1.0,0.0
571,09/26/2021 02:00:00 PM,527804,1114,12870417.0,38373.0,4.22,-0.18,4155364.0,9537.0,754.0,569.0,185.0,5.0,48137.0,47.0,11293.0,2.0,166395.0,195059.0,75839.0,12740.0,24341.0,53430.0,10155.0,15.0,8.0,3648.0,5139.0,856.0,47.0,107.0,0.0,118.0,111.0,0.0,85.0,113.0,19.0,11.0,1.0,0.0
572,09/27/2021 02:00:00 PM,528764,960,12897298.0,26882.0,4.2,-0.02,4163424.0,8060.0,796.0,604.0,192.0,42.0,48160.0,23.0,11301.0,8.0,166791.0,195824.0,75946.0,12771.0,24412.0,53020.0,10166.0,11.0,7.0,3649.0,5145.0,856.0,47.0,107.0,0.0,118.0,111.0,0.0,85.0,113.0,19.0,11.0,1.0,0.0
573,09/28/2021 02:00:00 PM,529736,972,12919101.0,21805.0,4.13,-0.06,4168528.0,5104.0,785.0,585.0,200.0,-11.0,48284.0,124.0,11318.0,17.0,167047.0,196357.0,76052.0,12782.0,24465.0,53033.0,10183.0,17.0,9.0,3658.0,5160.0,856.0,47.0,107.0,0.0,119.0,111.0,0.0,85.0,114.0,19.0,11.0,1.0,0.0
574,09/29/2021 02:00:00 PM,530861,1125,12952337.0,33269.0,4.05,-0.08,4177715.0,9187.0,775.0,577.0,198.0,-10.0,48364.0,80.0,11323.0,5.0,167380.0,196983.0,76124.0,12804.0,24518.0,53052.0,10196.0,13.0,12.0,3659.0,5170.0,858.0,47.0,107.0,0.0,119.0,111.0,0.0,85.0,114.0,19.0,11.0,1.0,0.0
575,09/30/2021 02:00:00 PM,532340,1479,12998160.0,45834.0,4.04,-0.01,4188562.0,10847.0,797.0,588.0,209.0,22.0,48632.0,268.0,11323.0,0.0,167814.0,197745.0,76239.0,12845.0,24591.0,53106.0,10212.0,16.0,16.0,3669.0,5181.0,860.0,47.0,107.0,0.0,119.0,111.0,0.0,85.0,114.0,19.0,11.0,1.0,0.0
576,10/01/2021 02:00:00 PM,533870,1530,13048878.0,50720.0,4.09,0.05,4200231.0,11669.0,776.0,568.0,208.0,-21.0,48715.0,83.0,11354.0,31.0,168299.0,198499.0,76359.0,12888.0,24646.0,53179.0,10229.0,17.0,13.0,3674.0,5184.0,861.0,48.0,107.0,0.0,120.0,111.0,0.0,86.0,114.0,19.0,11.0,1.0,0.0
577,10/02/2021 02:00:00 PM,535157,1287,13087592.0,38710.0,4.08,-0.01,4210274.0,10043.0,752.0,548.0,204.0,-24.0,48804.0,89.0,11357.0,3.0,168628.0,199281.0,76456.0,12913.0,24705.0,53174.0,10243.0,14.0,12.0,3678.0,5191.0,862.0,48.0,107.0,0.0,120.0,111.0,0.0,86.0,114.0,19.0,11.0,1.0,0.0
578,10/03/2021 02:00:00 PM,536249,1092,13124215.0,36622.0,4.1,0.02,4219767.0,9493.0,762.0,566.0,196.0,10.0,48893.0,89.0,11357.0,0.0,168909.0,199860.0,76541.0,12937.0,24774.0,53228.0,10247.0,4.0,13.0,3680.0,5192.0,862.0,48.0,107.0,0.0,120.0,111.0,0.0,86.0,114.0,19.0,11.0,1.0,0.0
579,10/04/2021 02:00:00 PM,537327,1078,13157036.0,32821.0,4.08,-0.02,4227735.0,7968.0,763.0,564.0,199.0,1.0,48968.0,75.0,11357.0,0.0,169180.0,200459.0,76630.0,12957.0,24821.0,53280.0,10260.0,13.0,19.0,3683.0,5193.0,862.0,48.0,107.0,0.0,120.0,111.0,0.0,86.0,114.0,19.0,11.0,1.0,0.0
580,10/05/2021 02:00:00 PM,537976,649,13181280.0,24244.0,3.91,-0.17,4233671.0,5936.0,774.0,573.0,201.0,11.0,49026.0,58.0,11357.0,0.0,169354.0,200829.0,76701.0,12986.0,24841.0,53265.0,10282.0,22.0,17.0,3687.0,5211.0,862.0,47.0,107.0,0.0,119.0,111.0,0.0,85.0,114.0,19.0,11.0,1.0,0.0
581,10/06/2021 02:00:00 PM,539053,1077,13217318.0,36037.0,3.91,0.0,4242669.0,8998.0,792.0,579.0,209.0,18.0,49095.0,69.0,11363.0,6.0,169659.0,201456.0,76782.0,13001.0,24904.0,53251.0,10303.0,21.0,6.0,3697.0,5224.0,863.0,47.0,107.0,0.0,119.0,111.0,0.0,85.0,114.0,19.0,11.0,1.0,0.0
582,10/07/2021 02:00:00 PM,540451,1398,13264030.0,46713.0,3.89,-0.02,4253665.0,10996.0,792.0,579.0,213.0,0.0,49171.0,76.0,11370.0,7.0,170021.0,202302.0,76949.0,13089.0,24947.0,53143.0,10320.0,17.0,0.0,3702.0,5239.0,863.0,47.0,107.0,0.0,119.0,111.0,0.0,85.0,114.0,19.0,11.0,1.0,0.0
